gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,acceptances,waitlists,rejections,note,acceptances_clean,waitlists_clean,rejections_clean,num_acceptances,num_waitlists,num_rejections
F,WHITE,AZ,High,PUBLIC,NONE,POLISCI,1440,2.5,7.3,"['*UCSD', '*UCR', '*ARIZONA STATE']",[],[],NA,"UCSD, UCR, ARIZONA STATE",,,3,0,0
M,WHITE,IL,Low,PRIVATE,NONE,CS,1460,4.5,8.6,"['*UCSD', '*UW MADISON']",['*UIUC'],"['*GEORGIA TECH', '*EMORY']",NA,"UCSD, UW MADISON",UIUC,"GEORGIA TECH, EMORY",2,1,2
F,ASIAN,OR,Low,PRIVATE,NONE,CS,1500,6.5,4.5,"['*UCSD', '*UMICH', '*UT-DALLAS', '*ARIZONA STATE']","['*GEORGIA TECH', '*NYU', '*UMICH']","['*UCLA', '*CORNELL', '*BERKELEY', '*UCSD', '*CMU', '*UPENN', '*USC', '*UIUC', '*UCI']",NA,"UCSD, UMICH, UT-DALLAS, ARIZONA STATE","GEORGIA TECH, NYU, UMICH","UCLA, CORNELL, BERKELEY, UCSD, CMU, UPENN, USC, UIUC, UCI",4,3,9
F,WHITE,CA,High,PUBLIC,NONE,ENG,1570,6.5,4.5,['*GEORGIA TECH'],"['*DUKE', '*RICE', '*VANDERBILT']","['*STANFORD', '*MIT', '*CALTECH', '*JOHNS HOPKINS']",NA,GEORGIA TECH,"DUKE, RICE, VANDERBILT","STANFORD, MIT, CALTECH, JOHNS HOPKINS",1,3,4
M,ASIAN,CA,High,PUBLIC,NONE,CS,1470,4,7.5,"['*BERKELEY', '*PURDUE', '*POMONA', '*UCD', '*UCSC', '*UCR', '*ARIZONA STATE', '*UCM']","['*UCSD', '*CMU']","['*UCLA', '*STANFORD', '*CORNELL', '*UCSD', '*GEORGIA TECH', '*JOHNS HOPKINS', '*UMICH', '*UCSB', '*UIUC', '*UT-AUSTIN', '*UCI']",NA,"BERKELEY, PURDUE, POMONA, UCD, UCSC, UCR, ARIZONA STATE, UCM","UCSD, CMU","UCLA, STANFORD, CORNELL, UCSD, GEORGIA TECH, JOHNS HOPKINS, UMICH, UCSB, UIUC, UT-AUSTIN, UCI",8,2,11
M,ASIAN,CA,High,PRIVATE,NONE,CS,1580,8.5,4.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UCSD', '*MIT', '*CALTECH', '*CMU', '*PURDUE', '*RICE', '*UPENN', '*USC', '*UIUC', '*WASHU', '*UCHICAGO', '*UCI']",NA,,,"UCLA, HARVARD, YALE, BROWN, STANFORD, COLUMBIA, CORNELL, BERKELEY, PRINCETON, UCSD, MIT, CALTECH, CMU, PURDUE, RICE, UPENN, USC, UIUC, WASHU, UCHICAGO, UCI",0,0,21
M,WHITE,UT,High,PRIVATE,NONE,CS,1430,3.5,6.5,['*ARIZONA STATE'],['*GEORGIA TECH'],"['*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*MIT', '*CALTECH', '*CMU']",NA,ARIZONA STATE,GEORGIA TECH,"HARVARD, STANFORD, BERKELEY, PRINCETON, MIT, CALTECH, CMU",1,1,7
M,ASIAN,TX,Low,NA,NONE,CS,1450,6.5,1.5,"['*UPENN', '*UT-DALLAS', '*UW MADISON', '*TAMU']",[],"['*GEORGIA TECH', '*PURDUE', '*UIUC', '*UT-AUSTIN', '*UT-DALLAS', '*TAMU']",NA,"UPENN, UT-DALLAS, UW MADISON, TAMU",,"GEORGIA TECH, PURDUE, UIUC, UT-AUSTIN, UT-DALLAS, TAMU",4,0,6
M,WHITE,WA,Low,PUBLIC,NONE,BIO,1390,5,2.5,['*MIT'],[],['*JOHNS HOPKINS'],NA,MIT,,JOHNS HOPKINS,1,0,1
M,WHITE,UT,High,PUBLIC,NONE,POLISCI,1600,7.5,6.2,"['*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*UPENN', '*UCHICAGO']",[],"['*YALE', '*MIT']",NA,"HARVARD, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, DUKE, PRINCETON, MIT, UPENN, UCHICAGO",,"YALE, MIT",10,0,2
M,BLACK,CA,Low,INTERNATIONAL,NONE,CS,1550,7.5,4.5,"['*STANFORD', '*MIT', '*VIRGINIA TECH', '*UVA']",[],[],NA,"STANFORD, MIT, VIRGINIA TECH, UVA",,,4,0,0
M,HISPANIC,FL,High,PUBLIC,URM,CS,1530,6.5,2.5,"['*YALE', '*RICE']",['*NYU'],"['*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*DARTMOUTH', '*UPENN']",NA,"YALE, RICE",NYU,"BROWN, STANFORD, COLUMBIA, DUKE, PRINCETON, MIT, CALTECH, DARTMOUTH, UPENN",2,1,9
M,HISPANIC,CA,Low,PUBLIC,NONE,MATH,1050,1,4.5,"['*UCLA', '*BERKELEY', '*UCSD', '*POMONA', '*UCSB', '*UCD', '*UCR', '*UCI']",[],"['*UCLA', '*BERKELEY']",NA,"UCLA, BERKELEY, UCSD, POMONA, UCSB, UCD, UCR, UCI",,"UCLA, BERKELEY",8,0,2
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,1430,7,7.2,"['*PURDUE', '*POMONA', '*UCR', '*ARIZONA STATE']","['*UCD', '*UCI']","['*UCLA', '*BERKELEY', '*UCSD', '*UCSB']",NA,"PURDUE, POMONA, UCR, ARIZONA STATE","UCD, UCI","UCLA, BERKELEY, UCSD, UCSB",4,2,4
M,ASIAN,WA,Middle,CHARTER,NONE,CS,1590,7.5,4.7,"['*BERKELEY', '*TULANE']","['*UCLA', '*NORTHEASTERN']","['*HARVARD', '*PRINCETON', '*UPENN', '*EMORY']",NA,"BERKELEY, TULANE","UCLA, NORTHEASTERN","HARVARD, PRINCETON, UPENN, EMORY",2,2,4
M,ASIAN,OH,Low,PUBLIC,LEGACY,BIO,1560,5,3.5,"['*USC', '*UCI']","['*UCLA', '*VANDERBILT', '*WASHU']","['*YALE', '*STANFORD', '*NORTHWESTERN']",NA,"USC, UCI","UCLA, VANDERBILT, WASHU","YALE, STANFORD, NORTHWESTERN",2,3,3
NB,ASIAN,MA,Low,PUBLIC,URM,MEDIA STUDIES,1500,6.5,6.5,"['*UMICH', '*USC', '*UIUC', '*UW MADISON']",['*NORTHEASTERN'],"['*BROWN', '*WASHU', '*TUFTS']",NA,"UMICH, USC, UIUC, UW MADISON",NORTHEASTERN,"BROWN, WASHU, TUFTS",4,1,3
F,ASIAN,CA,Low,PUBLIC,NONE,PSYCH,1470,7.5,6.2,['*NYU'],[],['*WASHU'],NA,NYU,,WASHU,1,0,1
M,WHITE,FL,High,PUBLIC,URM,CHEMISTRY,1520,5.5,7.5,['*WILLIAMS'],"['*CORNELL', '*MIT', '*BOSTON UNIVERSITY']",[],NA,WILLIAMS,"CORNELL, MIT, BOSTON UNIVERSITY",,1,3,0
F,ASIAN,MI,Low,PUBLIC,NONE,CS,1550,6.5,6.3,"['*CORNELL', '*JOHNS HOPKINS', '*PURDUE', '*WILLIAMS', '*CASE WESTERN']",[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*WILLIAMS', '*UPENN', '*UMICH', '*EMORY', '*CASE WESTERN', '*TUFTS', '*UCHICAGO']",NA,"CORNELL, JOHNS HOPKINS, PURDUE, WILLIAMS, CASE WESTERN",,"HARVARD, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, CORNELL, DUKE, PRINCETON, JOHNS HOPKINS, SWARTHMORE, DARTMOUTH, RICE, WILLIAMS, UPENN, UMICH, EMORY, CASE WESTERN, TUFTS, UCHICAGO",5,0,20
M,ASIAN,WA,Low,NA,NONE,BUSINESS,1390,6.5,7.9,"['*VANDERBILT', '*NYU', '*UMICH', '*UCD', '*BOSTON UNIVERSITY']","['*UCLA', '*UMICH']","['*CORNELL', '*DARTMOUTH', '*UPENN', '*BOSTON COLLEGE', '*WASHU', '*NORTHEASTERN']",NA,"VANDERBILT, NYU, UMICH, UCD, BOSTON UNIVERSITY","UCLA, UMICH","CORNELL, DARTMOUTH, UPENN, BOSTON COLLEGE, WASHU, NORTHEASTERN",5,2,6
F,WHITE,CA,Low,PUBLIC,LGBT,CS,1570,7.5,6.5,"['*UCLA', '*CORNELL', '*BERKELEY', '*CMU', '*POMONA', '*USC', '*UW MADISON']",['*UMICH'],[],NA,"UCLA, CORNELL, BERKELEY, CMU, POMONA, USC, UW MADISON",UMICH,,7,1,0
M,WHITE,MA,Low,PRIVATE,NONE,ENG,1550,5,6.8,"['*UCLA', '*STANFORD', '*BERKELEY', '*GEORGIA TECH', '*JOHNS HOPKINS', '*CMU', '*UMICH', '*CASE WESTERN', '*UIUC']","['*NORTHWESTERN', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']","['*BROWN', '*MIT', '*CALTECH']",NA,"UCLA, STANFORD, BERKELEY, GEORGIA TECH, JOHNS HOPKINS, CMU, UMICH, CASE WESTERN, UIUC","NORTHWESTERN, JOHNS HOPKINS, CMU, NORTHEASTERN","BROWN, MIT, CALTECH",9,4,3
F,ASIAN,CA,High,NA,NONE,ENG,1580,8.5,7.5,"['*HARVARD', '*STANFORD', '*BERKELEY', '*UCSD', '*MIT', '*CALTECH', '*GEORGIA TECH', '*PURDUE', '*USC', '*UCR', '*UCI']","['*UCLA', '*UMICH']","['*STANFORD', '*COLUMBIA', '*POMONA']",NA,"HARVARD, STANFORD, BERKELEY, UCSD, MIT, CALTECH, GEORGIA TECH, PURDUE, USC, UCR, UCI","UCLA, UMICH","STANFORD, COLUMBIA, POMONA",11,2,3
M,NA,CA,Low,PUBLIC,NONE,CS,1400,6.5,3.5,"['*POMONA', '*UPENN', '*UCSC', '*FORDHAM']",[],"['*UCLA', '*UCSD', '*CASE WESTERN', '*TUFTS', '*UCI']",NA,"POMONA, UPENN, UCSC, FORDHAM",,"UCLA, UCSD, CASE WESTERN, TUFTS, UCI",4,0,5
M,WHITE,LA,Low,PUBLIC,NONE,NA,1450,1,3.5,"['*UPENN', '*BOSTON COLLEGE']","['*CORNELL', '*WILLIAMS']","['*HARVARD', '*STANFORD', '*RICE', '*NORTHEASTERN', '*TUFTS']",NA,"UPENN, BOSTON COLLEGE","CORNELL, WILLIAMS","HARVARD, STANFORD, RICE, NORTHEASTERN, TUFTS",2,2,5
F,ASIAN,CA,NA,PUBLIC,NONE,CS,1580,2.5,3.7,['*USC'],"['*CORNELL', '*DUKE', '*GEORGIA TECH', '*CMU']","['*YALE', '*STANFORD', '*MIT', '*UIUC']",NA,USC,"CORNELL, DUKE, GEORGIA TECH, CMU","YALE, STANFORD, MIT, UIUC",1,4,4
M,HISPANIC,CA,High,INTERNATIONAL,NONE,BIO,1550,6.5,7.5,"['*UCSD', '*UCI']","['*UCLA', '*UCI']","['*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*UCSD', '*UPENN']",NA,"UCSD, UCI","UCLA, UCI","HARVARD, BROWN, STANFORD, NORTHWESTERN, BERKELEY, UCSD, UPENN",2,2,7
M,ASIAN,CA,Low,SMALL,LEGACY,BUSINESS,1350,2.5,2.5,"['*POMONA', '*San Jose State University']",['*UCSC'],"['*UCLA', '*UMICH', '*USC', '*UCI']",NA,"POMONA, San Jose State University",UCSC,"UCLA, UMICH, USC, UCI",2,1,4
M,WHITE,PA,High,PRIVATE,LEGACY,PSYCH,1580,6.5,7.8,"['*CORNELL', '*NYU', '*BOSTON UNIVERSITY', '*NORTHEASTERN']",['*SWARTHMORE'],"['*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*WILLIAMS', '*UPENN']",NA,"CORNELL, NYU, BOSTON UNIVERSITY, NORTHEASTERN",SWARTHMORE,"YALE, BROWN, COLUMBIA, PRINCETON, WILLIAMS, UPENN",4,1,6
M,WHITE,OR,Low,NA,NONE,CS,1530,8.5,1,['*UPENN'],"['*NYU', '*NORTHEASTERN']","['*UCLA', '*BERKELEY', '*UPENN', '*UMICH', '*USC', '*UCSB', '*UCI']",NA,UPENN,"NYU, NORTHEASTERN","UCLA, BERKELEY, UPENN, UMICH, USC, UCSB, UCI",1,2,7
M,ASIAN,NE,Low,PUBLIC,LEGACY,CS,1530,6.5,2.5,"['*BOSTON UNIVERSITY', '*RUTGERS', '*NORTHEASTERN']","['*UPENN', '*UMICH', '*CASE WESTERN']","['*BROWN', '*COLUMBIA', '*GEORGIA TECH', '*NYU', '*UIUC']",NA,"BOSTON UNIVERSITY, RUTGERS, NORTHEASTERN","UPENN, UMICH, CASE WESTERN","BROWN, COLUMBIA, GEORGIA TECH, NYU, UIUC",3,3,5
M,ASIAN,WA,Low,PUBLIC,NONE,NA,1380,0,2.5,[],[],[],NA,,,,0,0,0
M,WHITE,CA,High,PUBLIC,NONE,CS,1430,1,7.8,['*UCM'],"['*UCSD', '*POMONA']","['*UCLA', '*STANFORD', '*BERKELEY', '*MIT', '*UCSB', '*UCD']",NA,UCM,"UCSD, POMONA","UCLA, STANFORD, BERKELEY, MIT, UCSB, UCD",1,2,6
M,ASIAN,NC,Low,NA,NONE,CS,1500,6.5,1.5,"['*NORTHEASTERN', '*ARIZONA STATE']",[],[],NA,"NORTHEASTERN, ARIZONA STATE",,,2,0,0
M,BLACK,CO,Low,PUBLIC,NONE,BUSINESS,1170,6.5,3.5,"['*UCLA', '*UCR', '*UVA']",[],"['*BERKELEY', '*UMICH']",NA,"UCLA, UCR, UVA",,"BERKELEY, UMICH",3,0,2
M,ASIAN,NE,Low,PUBLIC,NONE,CS,1580,6.5,1.5,"['*RUTGERS', '*TAMU']",[],"['*PRINCETON', '*UT-AUSTIN']",NA,"RUTGERS, TAMU",,"PRINCETON, UT-AUSTIN",2,0,2
M,ASIAN,USA,Low,PRIVATE,LEGACY,CS,1490,7,2.5,"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*MIT']",['*CALTECH'],[],NA,"UCLA, HARVARD, YALE, STANFORD, COLUMBIA, BERKELEY, PRINCETON, MIT",CALTECH,,8,1,0
M,ASIAN,NY,Low,PUBLIC,NONE,CS,1500,6.5,2.5,"['*STANFORD', '*UCSD', '*UCI']","['*UCLA', '*HARVARD', '*BERKELEY']",['*MIT'],NA,"STANFORD, UCSD, UCI","UCLA, HARVARD, BERKELEY",MIT,3,3,1
F,ASIAN,CA,Low,PUBLIC,URM,BIO,1010,5.5,2.5,"['*BERKELEY', '*UCSC', '*UCI']","['*POMONA', '*UCD']",['*UCSD'],NA,"BERKELEY, UCSC, UCI","POMONA, UCD",UCSD,3,2,1
F,ASIAN,CA,Middle,PUBLIC,NONE,BIO,1560,6.5,2.5,[],"['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*VANDERBILT', '*UPENN', '*UCSB', '*UCD', '*UCSC', '*UCI']","['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH']",NA,,"UCLA, BROWN, NORTHWESTERN, COLUMBIA, CORNELL, BERKELEY, DUKE, UCSD, VANDERBILT, UPENN, UCSB, UCD, UCSC, UCI","UCLA, HARVARD, YALE, STANFORD, PRINCETON, JOHNS HOPKINS, DARTMOUTH",0,14,7
M,ASIAN,TX,Low,NA,NONE,BIO,1560,7.5,0,"['*COLUMBIA', '*WILLIAMS', '*UPENN', '*HARVEY MUDD']",[],"['*MIT', '*SWARTHMORE', '*WASHU', '*TUFTS']",NA,"COLUMBIA, WILLIAMS, UPENN, HARVEY MUDD",,"MIT, SWARTHMORE, WASHU, TUFTS",4,0,4
M,ASIAN,CA,NA,PRIVATE,NONE,CS,1530,6.5,7.5,"['*BERKELEY', '*UCSD', '*VANDERBILT', '*UMICH', '*UCSC', '*UNC CHAPEL HILL', '*UCI']","['*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*POMONA', '*CASE WESTERN', '*WASHU', '*UCHICAGO', '*UVA']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*SWARTHMORE', '*RICE', '*UPENN', '*EMORY', '*USC']",NA,"BERKELEY, UCSD, VANDERBILT, UMICH, UCSC, UNC CHAPEL HILL, UCI","GEORGIA TECH, DARTMOUTH, CMU, POMONA, CASE WESTERN, WASHU, UCHICAGO, UVA","UCLA, HARVARD, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, CORNELL, DUKE, PRINCETON, MIT, CALTECH, JOHNS HOPKINS, SWARTHMORE, RICE, UPENN, EMORY, USC",7,8,18
M,WHITE,GA,Low,LARGE,FIRST-GEN,NA,1550,6.5,6.5,[],[],['*GEORGIA TECH'],NA,,,GEORGIA TECH,0,0,1
M,ASIAN,PA,Low,PRIVATE,NONE,NA,1480,-1,7.8,[],[],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*UCSD', '*MIT', '*GEORGIA TECH', '*CMU', '*PURDUE', '*RICE', '*UPENN', '*UMICH', '*CASE WESTERN', '*UCSB', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*UW MADISON', '*UVA']",NA,,,"UCLA, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, CORNELL, BERKELEY, DUKE, PRINCETON, UCSD, MIT, GEORGIA TECH, CMU, PURDUE, RICE, UPENN, UMICH, CASE WESTERN, UCSB, UIUC, UT-AUSTIN, VIRGINIA TECH, UW MADISON, UVA",0,0,25
M,ASIAN,TX,Low,NA,NONE,BIO,1560,7.5,6.5,['*YALE'],[],"['*YALE', '*STANFORD', '*PRINCETON', '*MIT']",NA,YALE,,"YALE, STANFORD, PRINCETON, MIT",1,0,4
T,ASIAN,CO,Low,MAGNET,NONE,CS,1480,6.5,6.5,['*YALE'],[],"['*YALE', '*DARTMOUTH']",NA,YALE,,"YALE, DARTMOUTH",1,0,2
M,WHITE,NY,Low,PRIVATE,FIRST-GEN,CS,1280,5.5,8.7,[],[],[],NA,,,,0,0,0
M,WHITE,IL,Low,PUBLIC,NONE,UNDECIDED,1460,3,7.8,[],[],[],NA,,,,0,0,0
M,ASIAN,OH,Low,PUBLIC,LEGACY,NA,1540,6.5,2.5,"['*CORNELL', '*UMICH', '*WASHU']","['*DARTMOUTH', '*VANDERBILT', '*EMORY', '*BOSTON COLLEGE']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*NYU', '*UPENN', '*TUFTS', '*UVA']",NA,"CORNELL, UMICH, WASHU","DARTMOUTH, VANDERBILT, EMORY, BOSTON COLLEGE","YALE, BROWN, STANFORD, NORTHWESTERN, DUKE, NYU, UPENN, TUFTS, UVA",3,4,9
OTHER,ASIAN,MA,Low,PUBLIC,NONE,PSYCH,1430,3.5,4.5,"['*NYU', '*UPENN', '*ARIZONA STATE']",[],[],NA,"NYU, UPENN, ARIZONA STATE",,,3,0,0
T,WHITE,NA,Low,PUBLIC,NONE,NA,1500,5,6.5,['*UPENN'],[],[],NA,UPENN,,,1,0,0
F,ASIAN,PA,Low,PUBLIC,NONE,PSYCH,1520,5.5,4.5,"['*YALE', '*UPENN']",[],[],NA,"YALE, UPENN",,,2,0,0
F,ASIAN,OR,High,PUBLIC,NONE,CS,1540,7.5,3.7,"['*UPENN', '*FORDHAM']",[],[],NA,"UPENN, FORDHAM",,,2,0,0
M,WHITE,FL,Low,PRIVATE,NONE,CS,1490,7.5,4.5,"['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*DARTMOUTH', '*VANDERBILT', '*NYU', '*UPENN', '*USC']",[],"['*HARVARD', '*CORNELL', '*PRINCETON']",NA,"YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, DUKE, DARTMOUTH, VANDERBILT, NYU, UPENN, USC",,"HARVARD, CORNELL, PRINCETON",11,0,3
F,ASIAN,TX,Low,PUBLIC,NONE,BIO,1470,6.5,6.5,"['*CORNELL', '*TAMU']",[],[],NA,"CORNELL, TAMU",,,2,0,0
T,ASIAN,GA,Low,PUBLIC,LGBT,ENG,1570,6.5,7.5,"['*GEORGIA TECH', '*JOHNS HOPKINS']",['*MIT'],[],NA,"GEORGIA TECH, JOHNS HOPKINS",MIT,,2,1,0
M,WHITE,CA,Low,PUBLIC,URM,MATH,1560,6.5,4.7,['*DUKE'],[],[],NA,DUKE,,,1,0,0
M,WHITE,CA,High,PUBLIC,NONE,ENG,1400,1,2.5,[],[],[],NA,,,,0,0,0
M,WHITE,WA,Low,NA,NONE,POLISCI,1250,6.5,2.5,['*FORDHAM'],[],[],NA,FORDHAM,,,1,0,0
OTHER,WHITE,OR,High,PRIVATE,NONE,POLISCI,1430,6.5,6.5,[],[],[],NA,,,,0,0,0
OTHER,WHITE,OR,High,PRIVATE,NONE,POLISCI,1430,6.5,6.5,[],[],[],NA,,,,0,0,0
M,WHITE,FL,Low,PUBLIC,NONE,BUSINESS,1480,6.5,2.5,[],[],[],NA,,,,0,0,0
M,ASIAN,WA,Low,PRIVATE,NONE,CS,1420,4.5,8.5,['*ARIZONA STATE'],[],[],NA,ARIZONA STATE,,,1,0,0
M,MIXED,CA,Low,PUBLIC,URM,EDUCATION,1410,4.5,4.5,[],[],[],NA,,,,0,0,0
M,ASIAN,NA,High,PUBLIC,NONE,NEUROSCIENCE,1520,6.5,8.3,['*DUKE'],[],[],NA,DUKE,,,1,0,0
F,ASIAN,INTERNATIONAL,High,PRIVATE,LGBT,ENG,1530,6.5,2.5,['*PRINCETON'],[],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UCD', '*UIUC']",NA,PRINCETON,,"UCLA, NORTHWESTERN, CORNELL, BERKELEY, GEORGIA TECH, PURDUE, UMICH, UCD, UIUC",1,0,9
M,MIXED,OR,Low,NA,FIRST-GEN,ENVIRONMENTAL STUDIES,1450,5.5,1.5,[],[],"['*BROWN', '*NYU', '*UPENN', '*BOSTON COLLEGE', '*FORDHAM', '*TUFTS']",NA,,,"BROWN, NYU, UPENN, BOSTON COLLEGE, FORDHAM, TUFTS",0,0,6
M,ASIAN,UT,Low,NA,NONE,CS,1480,6,4.7,['*MIT'],[],[],NA,MIT,,,1,0,0
M,NA,IN,Low,NA,NONE,CS,1450,4.5,1,['*STANFORD'],[],[],NA,STANFORD,,,1,0,0
F,ASIAN,CA,Low,CHARTER,NONE,CS,1550,6.5,3.7,['*MIT'],[],[],NA,MIT,,,1,0,0
M,HISPANIC,FL,Low,NA,FIRST-GEN,UNDECIDED,1480,2.5,3.5,['*EMORY'],[],"['*STANFORD', '*CMU', '*EMORY']",NA,EMORY,,"STANFORD, CMU, EMORY",1,0,3
M,ASIAN,IN,Low,PUBLIC,NONE,POLISCI,1550,7.5,6.2,['*MIT'],[],[],NA,MIT,,,1,0,0
M,ASIAN,NY,Low,PUBLIC,LEGACY,ENG,1550,8.5,6.5,"['*PRINCETON', '*TAMU']",[],[],NA,"PRINCETON, TAMU",,,2,0,0
M,BLACK,NA,Low,NA,URM,LAW,1570,6.5,6.1,"['*BOSTON UNIVERSITY', '*ARIZONA STATE']",[],"['*NORTHWESTERN', '*POMONA', '*VANDERBILT', '*NYU', '*USC', '*NORTHEASTERN', '*TUFTS', '*TAMU']",NA,"BOSTON UNIVERSITY, ARIZONA STATE",,"NORTHWESTERN, POMONA, VANDERBILT, NYU, USC, NORTHEASTERN, TUFTS, TAMU",2,0,8
F,BLACK,IL,Low,NA,NONE,BIO,1230,3,6.5,[],[],['*JOHNS HOPKINS'],NA,,,JOHNS HOPKINS,0,0,1
F,WHITE,FL,Low,PRIVATE,NONE,ENG,1530,6.5,8.7,['*COLUMBIA'],[],"['*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*MIT', '*GEORGIA TECH', '*JOHNS HOPKINS', '*VANDERBILT', '*WASHU']",NA,COLUMBIA,,"BROWN, STANFORD, NORTHWESTERN, CORNELL, DUKE, MIT, GEORGIA TECH, JOHNS HOPKINS, VANDERBILT, WASHU",1,0,10
M,ASIAN,IN,High,INTERNATIONAL,NONE,POLISCI,1590,6.5,4.2,[],[],"['*YALE', '*CORNELL', '*DARTMOUTH', '*RICE', '*UMICH', '*CASE WESTERN', '*WASHU', '*UVA']",NA,,,"YALE, CORNELL, DARTMOUTH, RICE, UMICH, CASE WESTERN, WASHU, UVA",0,0,8
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1570,8.5,8.5,"['*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT']",['*HARVARD'],"['*YALE', '*BROWN']",NA,"STANFORD, COLUMBIA, CORNELL, DUKE, PRINCETON, DARTMOUTH, WILLIAMS, VANDERBILT",HARVARD,"YALE, BROWN",8,1,2
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1570,8.5,8.5,"['*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT']",['*HARVARD'],"['*YALE', '*BROWN']",NA,"STANFORD, COLUMBIA, CORNELL, DUKE, PRINCETON, DARTMOUTH, WILLIAMS, VANDERBILT",HARVARD,"YALE, BROWN",8,1,2
NB,BLACK,CA,Low,PRIVATE,FIRST-GEN,BIO,1230,8.5,2.5,"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*JOHNS HOPKINS', '*DARTMOUTH', '*NYU', '*UPENN']","['*YALE', '*PRINCETON']",['*DUKE'],NA,"HARVARD, STANFORD, NORTHWESTERN, CORNELL, JOHNS HOPKINS, DARTMOUTH, NYU, UPENN","YALE, PRINCETON",DUKE,8,2,1
OTHER,ASIAN,PA,Low,PRIVATE,NONE,BUSINESS,1540,8.5,7.5,[],[],[],NA,,,,0,0,0
M,ASIAN,CO,Middle,PUBLIC,NONE,POLISCI,1580,6,4.2,['*FORDHAM'],[],"['*CORNELL', '*NYU']",NA,FORDHAM,,"CORNELL, NYU",1,0,2
F,ASIAN,MI,Low,PUBLIC,NONE,BUSINESS,1600,8.5,8.1,"['*UPENN', '*UCSB', '*UCR']","['*YALE', '*BROWN', '*PRINCETON', '*UCHICAGO']","['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*NYU', '*UPENN', '*UMICH', '*EMORY', '*USC', '*WASHU', '*UT-AUSTIN']",NA,"UPENN, UCSB, UCR","YALE, BROWN, PRINCETON, UCHICAGO","HARVARD, STANFORD, NORTHWESTERN, COLUMBIA, CORNELL, DUKE, DARTMOUTH, RICE, VANDERBILT, NYU, UPENN, UMICH, EMORY, USC, WASHU, UT-AUSTIN",3,4,16
