Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
M,ASIAN,CA,High,PRIVATE,NONE,CS,1550,7.5,6.5,[],[],"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*EMORY', '*WASHU', '*TUFTS']",
M,ASIAN,-1,-1,PUBLIC,NONE,BUSINESS,1570,8.5,4.5,"['*DUKE', '*CMU', '*UPENN', '*UMICH', '*FORDHAM', '*NORTHEASTERN', '*UVA']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*CMU', '*NYU', '*UPENN', '*UMICH', '*FORDHAM', '*UVA']",
M,ASIAN,NY,High,PUBLIC,NONE,CS,1570,6.5,6.2,"['*YALE', '*COLUMBIA', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*UIUC']","['*HARVARD', '*CMU', '*UMICH']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*UPENN']",
F,ASIAN,TX,High,PUBLIC,LEGACY,PSYCH,1590,3.5,5.2,"['*CASE WESTERN', '*USC', '*UT-AUSTIN', '*UT-DALLAS', '*TAMU']","['*RICE', '*VANDERBILT', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*DUKE', '*JOHNS HOPKINS']",
M,BLACK,ND,Low,PUBLIC,URM,CS,1530,6.5,4.7,[],[],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*POMONA', '*WILLIAMS', '*VANDERBILT', '*EMORY', '*CASE WESTERN', '*TUFTS']",
F,HISPANIC,TX,Low,PUBLIC,URM,-1,1430,3.5,6.5,"['*EMORY', '*CASE WESTERN', '*UT-AUSTIN']",[],"['*NORTHWESTERN', '*RICE', '*WASHU']",
M,WHITE,FL,Low,PRIVATE,URM,CS,1580,7.5,8.5,"['*YALE', '*PRINCETON']","['*MIT', '*VANDERBILT']",[],
M,ASIAN,-1,Low,PUBLIC,NONE,CS,1520,8.5,4.5,"['*BROWN', '*BERKELEY', '*UCSD', '*NYU', '*UT-AUSTIN', '*RUTGERS', '*NORTHEASTERN']","['*VANDERBILT', '*BOSTON COLLEGE']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*UPENN', '*UMICH', '*HARVEY MUDD']",
M,WHITE,MI,Low,PUBLIC,URM,CS,1450,2.5,4.2,"['*HARVARD', '*YALE', '*JOHNS HOPKINS', '*EMORY', '*USC', '*RUTGERS', '*NORTHEASTERN']","['*COLUMBIA', '*BOSTON UNIVERSITY']","['*STANFORD', '*DARTMOUTH', '*UPENN']",
M,ASIAN,CO,High,PUBLIC,FIRST-GEN,-1,1430,5.5,2.5,"['*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*POMONA', '*UPENN', '*WASHU', '*UW MADISON', '*UCHICAGO']",[],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*DUKE', '*MIT']",
M,BLACK,TX,Low,PUBLIC,URM,POLISCI,1470,6.5,2.5,"['*NORTHWESTERN', '*UCSD', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*UCSB', '*UCSC', '*WASHU', '*FORDHAM', '*UVA']",[],"['*UCLA', '*HARVARD', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UCSD', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*UCSB', '*UCSC', '*FORDHAM', '*UVA']",
M,WHITE,MA,Low,-1,NONE,CS,1570,3.5,1,"['*UCLA', '*UPENN', '*UCSB', '*UIUC']",['*BERKELEY'],"['*HARVARD', '*STANFORD', '*BERKELEY', '*CALTECH', '*UPENN', '*UIUC']",
M,WHITE,LA,High,-1,LEGACY,CS,1580,7.5,7.5,"['*HARVARD', '*YALE', '*BROWN', '*UPENN', '*EMORY', '*BOSTON COLLEGE', '*TUFTS']","['*COLUMBIA', '*UCHICAGO']",[],
F,WHITE,CA,Low,PUBLIC,NONE,ENG,1350,5.5,2.5,"['*UCLA', '*UCSD', '*UCSC']","['*BERKELEY', '*UCSB']","['*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA', '*WILLIAMS', '*USC', '*TUFTS']",
F,BLACK,CA,Low,PUBLIC,URM,NEUROSCIENCE,1480,6.5,7.2,"['*PRINCETON', '*UCSD', '*GEORGIA TECH', '*POMONA', '*UMICH', '*UCD', '*UCI']","['*COLUMBIA', '*UPENN']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*BERKELEY', '*PRINCETON', '*POMONA']",
M,ASIAN,TX,High,PUBLIC,NONE,CS,1530,6.5,4.2,"['*BROWN', '*MIT', '*UT-AUSTIN']","['*CORNELL', '*CMU', '*TUFTS']","['*DUKE', '*PRINCETON', '*RICE', '*VANDERBILT', '*UPENN']",
M,WHITE,IN,Low,-1,URM,CS,1580,6.5,6.5,"['*GEORGIA TECH', '*UPENN', '*CASE WESTERN', '*UT-AUSTIN', '*FORDHAM', '*ARIZONA STATE', '*UCI']",['*UCHICAGO'],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UMICH', '*EMORY', '*HARVEY MUDD', '*UNC CHAPEL HILL', '*UVA']",
F,WHITE,AL,-1,PRIVATE,LEGACY,POLISCI,1560,2.5,6.5,['*VANDERBILT'],['*UVA'],"['*BROWN', '*STANFORD']",
F,HISPANIC,TX,Low,CHARTER,URM,MATH,1400,5,1.5,"['*MIT', '*RICE', '*UCHICAGO']","['*HARVARD', '*MIT']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*UT-AUSTIN']",
M,WHITE,TX,Low,PUBLIC,NONE,CS,1490,8.5,8.5,"['*UT-DALLAS', '*VIRGINIA TECH', '*UVA', '*TAMU']","['*CMU', '*PURDUE', '*BOSTON UNIVERSITY']","['*HARVARD', '*STANFORD', '*BERKELEY', '*MIT', '*GEORGIA TECH', '*VANDERBILT', '*UT-AUSTIN', '*NORTHEASTERN', '*HARVEY MUDD']",
F,WHITE,TX,-1,PUBLIC,LEGACY,CS,1510,3.5,3.7,"['*NORTHWESTERN', '*PRINCETON', '*UT-AUSTIN']","['*COLUMBIA', '*WILLIAMS', '*BOSTON UNIVERSITY']","['*YALE', '*BROWN', '*DARTMOUTH']",
M,WHITE,MA,High,PRIVATE,LGBT,BUSINESS,1490,6.5,8.2,"['*BERKELEY', '*UMICH', '*EMORY', '*USC', '*WASHU', '*NORTHEASTERN', '*TUFTS']","['*UCLA', '*NORTHWESTERN', '*BOSTON COLLEGE', '*TULANE']","['*COLUMBIA', '*DUKE', '*NYU', '*UPENN']",
F,ASIAN,MI,High,PUBLIC,NONE,CS,1560,6.5,4.2,"['*NORTHWESTERN', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UMICH', '*EMORY', '*UIUC']","['*CASE WESTERN', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UPENN']",
F,WHITE,NE,High,SMALL,URM,POLISCI,1500,5.5,4.5,"['*NORTHWESTERN', '*RUTGERS', '*NORTHEASTERN']",[],"['*PRINCETON', '*SWARTHMORE', '*USC']",
M,BLACK,GA,Middle,PUBLIC,URM,CS,1520,6.5,6.5,"['*CORNELL', '*DUKE', '*PRINCETON', '*CALTECH', '*GEORGIA TECH', '*RICE', '*VANDERBILT', '*UPENN', '*EMORY', '*WASHU']",['*COLUMBIA'],"['*HARVARD', '*YALE', '*STANFORD', '*MIT']",
F,BLACK,FL,Low,PUBLIC,URM,BIO,1300,6.5,3.7,"['*BROWN', '*UNC CHAPEL HILL']",[],['*TULANE'],
F,ASIAN,CA,High,PUBLIC,NONE,CS,1560,6.5,4.7,"['*UCSD', '*GEORGIA TECH', '*CMU', '*USC', '*UCD', '*UCSC', '*UIUC', '*TUFTS', '*TAMU']","['*UCLA', '*CORNELL', '*JOHNS HOPKINS', '*UCSB', '*UCI']","['*YALE', '*STANFORD', '*BERKELEY', '*DUKE', '*MIT']",
M,ASIAN,IN,High,PRIVATE,NONE,CS,1540,8.5,7.3,"['*UCLA', '*JOHNS HOPKINS', '*PURDUE', '*UMICH', '*UIUC']","['*HARVARD', '*BROWN', '*COLUMBIA', '*UCHICAGO']","['*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*DARTMOUTH', '*UPENN']",
M,ASIAN,OR,Low,PUBLIC,FIRST-GEN,CS,1530,3.5,7.2,"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*NORTHEASTERN']",['*CASE WESTERN'],['*NORTHWESTERN'],
M,ASIAN,AZ,Low,CHARTER,NONE,CS,1600,8.5,7.5,"['*WILLIAMS', '*VANDERBILT', '*EMORY', '*USC']","['*HARVARD', '*BROWN', '*STANFORD', '*CORNELL', '*DARTMOUTH', '*POMONA']","['*YALE', '*COLUMBIA', '*UCHICAGO']",
M,WHITE,IN,Low,PUBLIC,LEGACY,CS,1530,7.5,2.5,"['*BROWN', '*GEORGIA TECH', '*PURDUE', '*VIRGINIA TECH', '*UVA']","['*DUKE', '*UMICH', '*WASHU']","['*STANFORD', '*NORTHWESTERN']",
M,-1,WA,Low,-1,NONE,-1,1600,4.5,6.5,[],[],[],
F,ASIAN,ID,-1,PRIVATE,NONE,INTERNATIONAL RELATIONS,1380,5.5,6.8,[],[],"['*NYU', '*USC']",
M,-1,CO,Low,PUBLIC,LGBT,-1,1380,5.5,1.5,"['*UCLA', '*BROWN', '*STANFORD', '*USC', '*TUFTS', '*UCI']","['*JOHNS HOPKINS', '*POMONA']","['*YALE', '*CLAREMONT MCKENNA']",
M,ASIAN,CA,Low,PUBLIC,LEGACY,ENG,1540,6.5,4.7,"['*UCLA', '*BROWN', '*STANFORD', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*RICE', '*WILLIAMS', '*UPENN', '*USC', '*UCI']","['*NORTHWESTERN', '*COLUMBIA', '*VANDERBILT', '*UCHICAGO']","['*HARVARD', '*YALE', '*CMU', '*POMONA', '*NYU', '*WASHU', '*NORTHEASTERN', '*UCI']",
F,WHITE,CA,High,PUBLIC,NONE,CS,1500,5.5,4.5,['*FORDHAM'],"['*UCSD', '*NYU', '*UCSC', '*NORTHEASTERN']","['*UCLA', '*BROWN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*MIT', '*SWARTHMORE', '*DARTMOUTH', '*UCSB', '*UCD', '*BOSTON UNIVERSITY', '*FORDHAM']",
M,ASIAN,TX,High,PUBLIC,NONE,BUSINESS,1560,7.5,7.8,"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*RICE', '*UPENN', '*USC', '*TAMU']","['*YALE', '*DUKE']",['*UT-AUSTIN'],
F,WHITE,MI,Low,-1,NONE,CS,1580,3.5,1,"['*UMICH', '*WASHU']","['*WASHU', '*UCHICAGO']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*WILLIAMS', '*UPENN']",
M,ASIAN,MA,Low,-1,NONE,ENG,1430,6.5,1,"['*GEORGIA TECH', '*PURDUE', '*UIUC', '*TULANE']",[],"['*CORNELL', '*UMICH', '*WASHU', '*UVA']",
M,ASIAN,TX,High,PUBLIC,FIRST-GEN,ENG,1530,7.5,2.5,"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*DARTMOUTH', '*RICE', '*UPENN', '*WASHU', '*UCHICAGO']",['*VANDERBILT'],[],
M,WHITE,CA,Low,-1,LEGACY,BUSINESS,1560,5.5,1.5,"['*UMICH', '*USC', '*BOSTON UNIVERSITY', '*UVA']",[],"['*STANFORD', '*DUKE', '*PRINCETON', '*UPENN', '*WASHU']",
F,WHITE,VA,Low,PUBLIC,LEGACY,CS,1590,4.5,7.2,"['*BROWN', '*CMU', '*UVA']","['*HARVARD', '*POMONA', '*HARVEY MUDD']","['*YALE', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*SWARTHMORE', '*UPENN']",
M,WHITE,CA,High,PUBLIC,NONE,BUSINESS,1520,6.5,6.5,"['*UCSD', '*UPENN', '*UMICH']","['*UCLA', '*BERKELEY', '*UCSB', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*CORNELL', '*DUKE', '*RICE', '*UPENN', '*UT-AUSTIN', '*UVA']",
M,ASIAN,CA,Low,PUBLIC,NONE,POLISCI,1560,7.5,6.5,"['*UCLA', '*HARVARD', '*BROWN', '*BERKELEY', '*DUKE', '*PRINCETON', '*UCSD', '*UPENN', '*EMORY', '*USC', '*UCSB', '*UCI']",[],"['*YALE', '*STANFORD']",
F,WHITE,CA,-1,PUBLIC,NONE,CS,1570,8.5,4.7,"['*CORNELL', '*DUKE', '*GEORGIA TECH', '*CMU', '*RICE', '*VANDERBILT', '*WASHU', '*UVA']","['*HARVARD', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*MIT']","['*YALE', '*STANFORD', '*PRINCETON', '*UPENN']",
F,ASIAN,IN,Low,PUBLIC,NONE,CS,1590,6.5,3.5,"['*UCLA', '*BERKELEY', '*USC']","['*COLUMBIA', '*CMU']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*CORNELL', '*PRINCETON', '*CALTECH', '*UPENN']",
F,WHITE,-1,Low,PUBLIC,URM,CS,1460,6.5,3.5,"['*COLUMBIA', '*NYU']",[],[],
M,WHITE,MA,High,PUBLIC,NONE,-1,1450,7.5,6.5,"['*PURDUE', '*VIRGINIA TECH', '*UVA']","['*NORTHWESTERN', '*COLUMBIA', '*RICE']","['*DUKE', '*JOHNS HOPKINS', '*UPENN', '*TUFTS']",
F,ASIAN,CA,Low,-1,FIRST-GEN,CS,1500,5.5,1,"['*BERKELEY', '*UCI']","['*UCLA', '*BROWN']","['*HARVARD', '*YALE', '*CORNELL', '*PRINCETON']",
F,WHITE,FL,Low,PUBLIC,NONE,BIO,1480,5.5,2.5,['*CORNELL'],"['*CMU', '*VANDERBILT', '*NYU', '*EMORY']","['*BROWN', '*COLUMBIA', '*DARTMOUTH', '*UPENN', '*WASHU', '*NORTHEASTERN']",
M,ASIAN,FL,High,PUBLIC,FIRST-GEN,INTERNATIONAL RELATIONS,1440,6.5,3.7,"['*BOSTON UNIVERSITY', '*TUFTS']",[],"['*BROWN', '*JOHNS HOPKINS', '*NORTHEASTERN']",
F,ASIAN,-1,Low,PRIVATE,NONE,CS,1560,5.5,3.7,"['*BROWN', '*COLUMBIA', '*SWARTHMORE', '*VANDERBILT', '*UPENN', '*EMORY', '*COLGATE', '*TUFTS']","['*DARTMOUTH', '*POMONA']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*PRINCETON']",
M,BLACK,-1,High,PUBLIC,URM,BIO,1520,6.5,3.5,['*NORTHEASTERN'],['*UMICH'],"['*UCLA', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*UPENN', '*USC']",
F,ASIAN,OH,Middle,PUBLIC,NONE,CS,1570,6.5,4.2,"['*UMICH', '*USC', '*UIUC']","['*CORNELL', '*VANDERBILT', '*UCHICAGO']","['*BROWN', '*NORTHWESTERN', '*DUKE', '*JOHNS HOPKINS', '*CMU', '*POMONA']",
M,ASIAN,IN,High,PRIVATE,NONE,POLISCI,1580,6.5,5.5,"['*UCLA', '*DUKE', '*UCSD']","['*NORTHWESTERN', '*VANDERBILT', '*UPENN', '*UMICH']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*PRINCETON']",
M,ASIAN,CA,Low,PUBLIC,LGBT,ENG,1550,5.5,3.7,"['*DUKE', '*UCSD', '*CMU', '*UCD', '*UCR', '*RUTGERS']",['*NORTHEASTERN'],"['*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*JOHNS HOPKINS', '*PURDUE']",
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1340,4,2.5,"['*UCLA', '*YALE', '*BERKELEY', '*UCSD', '*VANDERBILT', '*USC', '*UCSB', '*UCD', '*UCSC']","['*POMONA', '*EMORY']","['*HARVARD', '*STANFORD', '*MIT']",
F,ASIAN,CA,Low,PUBLIC,NONE,BIO,1460,4.5,6.5,"['*UCSD', '*MIT', '*UCSB', '*UCD', '*San Jose State University']","['*UCSD', '*UCI']","['*UCLA', '*STANFORD', '*POMONA', '*CLAREMONT MCKENNA']",
F,ASIAN,CA,High,PUBLIC,NONE,ENG,1450,6.5,3.5,"['*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*FORDHAM', '*San Jose State University', '*NORTHEASTERN', '*UCI']","['*UCLA', '*GEORGIA TECH', '*UMICH', '*BOSTON UNIVERSITY']","['*UCLA', '*YALE', '*BROWN', '*BERKELEY', '*UPENN']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1520,7.5,6.8,"['*BERKELEY', '*UCSD', '*UCSB', '*UCSC', '*UIUC', '*UCI']","['*UCLA', '*GEORGIA TECH', '*CMU', '*UCD']","['*HARVARD', '*YALE', '*STANFORD', '*CORNELL', '*PRINCETON', '*MIT', '*CALTECH', '*UT-AUSTIN']",
F,WHITE,NC,High,PRIVATE,NONE,HISTORY,1540,6.5,6.2,"['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*MIT', '*CMU', '*UPENN', '*WASHU', '*UCHICAGO']",[],[],
F,WHITE,FL,Low,PUBLIC,URM,BUSINESS,1430,4.5,2.5,['*FORDHAM'],[],"['*NORTHWESTERN', '*BOSTON UNIVERSITY', '*NORTHEASTERN']",
F,ASIAN,MA,High,PUBLIC,NONE,POLISCI,1470,5.5,3.7,['*FORDHAM'],"['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*TULANE']",['*BROWN'],
M,ASIAN,PA,High,PRIVATE,NONE,CS,1560,7.5,4.5,"['*CORNELL', '*BERKELEY', '*DUKE', '*GEORGIA TECH', '*SWARTHMORE', '*PURDUE', '*UNC CHAPEL HILL']","['*HARVARD', '*UPENN', '*HARVEY MUDD']","['*STANFORD', '*PRINCETON', '*CALTECH', '*UPENN']",
F,ASIAN,OR,Low,PRIVATE,FIRST-GEN,PSYCH,1030,1,2.5,"['*UCLA', '*UCSD', '*UCSB', '*FORDHAM']","['*BERKELEY', '*JOHNS HOPKINS', '*BOSTON COLLEGE']","['*YALE', '*BROWN', '*USC']",
F,ASIAN,NY,Low,PUBLIC,NONE,POLISCI,1500,6.5,4.2,['*CORNELL'],[],"['*COLUMBIA', '*WILLIAMS', '*NYU']",
M,ASIAN,-1,High,PUBLIC,NONE,CS,1530,7.5,6.5,"['*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*VANDERBILT', '*UPENN']","['*UCLA', '*HARVARD', '*STANFORD', '*WILLIAMS']","['*UCLA', '*YALE', '*COLUMBIA', '*PRINCETON']",
M,HISPANIC,CA,Low,PRIVATE,URM,CS,1320,4.5,4.5,[],"['*UCD', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UCI']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*VANDERBILT', '*WASHU']",
F,WHITE,IL,High,PUBLIC,NONE,CS,1600,6.5,7.5,"['*RICE', '*UMICH', '*USC']",[],"['*HARVARD', '*PRINCETON', '*MIT', '*SWARTHMORE', '*RICE', '*VANDERBILT', '*UMICH', '*USC', '*BOSTON UNIVERSITY', '*UCHICAGO', '*CLAREMONT MCKENNA']",
M,-1,MO,Low,PRIVATE,NONE,ENG,1440,7.5,5.5,[],['*RICE'],"['*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*MIT', '*CALTECH', '*UPENN', '*COLGATE']",
M,BLACK,NY,Low,PUBLIC,URM,BIO,1360,2,6.2,"['*NORTHWESTERN', '*CORNELL', '*UPENN', '*NORTHEASTERN', '*COLGATE']","['*DARTMOUTH', '*RICE']",['*UMICH'],
F,ASIAN,IL,Low,PUBLIC,LEGACY,ENG,1590,5.5,2.5,"['*PURDUE', '*USC', '*UIUC', '*UW MADISON']","['*NORTHWESTERN', '*CORNELL', '*TULANE']","['*HARVARD', '*UPENN']",
F,HISPANIC,FL,Low,PUBLIC,URM,CS,1550,7.5,4.5,"['*HARVARD', '*YALE', '*STANFORD', '*PRINCETON', '*MIT', '*CALTECH', '*GEORGIA TECH', '*JOHNS HOPKINS', '*UT-AUSTIN', '*HARVEY MUDD']",[],"['*UPENN', '*ARIZONA STATE']",
F,ASIAN,NY,Low,PUBLIC,FIRST-GEN,POLISCI,1550,6.5,6.2,"['*COLUMBIA', '*CASE WESTERN', '*USC', '*FORDHAM', '*TUFTS']","['*BROWN', '*STANFORD', '*NYU', '*EMORY', '*BOSTON COLLEGE', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*PRINCETON', '*UPENN', '*BOSTON UNIVERSITY']",
F,ASIAN,GA,High,PUBLIC,NONE,ENG,1570,1,4.5,"['*PURDUE', '*UMICH']",[],['*MIT'],
M,ASIAN,UT,High,PUBLIC,NONE,POLISCI,1310,7.5,6.5,"['*UCLA', '*DUKE', '*UCSD']","['*NYU', '*UPENN']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*TUFTS', '*UCHICAGO']",
F,BLACK,UT,Low,-1,NONE,HUMANITIES,1170,5.5,1,"['*UCLA', '*BROWN', '*BERKELEY', '*PRINCETON']","['*HARVARD', '*STANFORD', '*WILLIAMS', '*NYU', '*BOSTON COLLEGE']","['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*UCHICAGO']",
M,WHITE,INTERNATIONAL,Low,PRIVATE,FIRST-GEN,CS,1540,6.5,7.2,[],[],"['*HARVARD', '*NORTHWESTERN', '*CORNELL']",
F,ASIAN,CA,Low,PUBLIC,NONE,BUSINESS,1550,5.5,4.2,"['*NYU', '*BOSTON UNIVERSITY', '*UNC CHAPEL HILL']","['*UCD', '*NORTHEASTERN']","['*UCLA', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*CMU', '*WASHU', '*UCI']",
M,WHITE,MI,Low,PUBLIC,NONE,CS,1520,6.5,7.2,"['*UPENN', '*UT-AUSTIN']","['*CORNELL', '*PRINCETON', '*GEORGIA TECH', '*RICE', '*UPENN', '*UMICH']","['*UCLA', '*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*MIT', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*EMORY', '*UCSB', '*UCHICAGO']",
F,-1,OR,Low,PUBLIC,NONE,BUSINESS,1560,6.5,6.5,"['*CMU', '*UMICH', '*BOSTON UNIVERSITY', '*WASHU', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*NYU', '*BOSTON COLLEGE']","['*CORNELL', '*RICE', '*UPENN', '*USC']",
M,WHITE,CA,High,PUBLIC,NONE,CS,1600,5.5,6.2,"['*BROWN', '*UIUC', '*UVA']",['*VANDERBILT'],['*UCHICAGO'],
F,WHITE,NY,Low,-1,URM,MEDIA STUDIES,1240,4.5,2.5,"['*CMU', '*UPENN']",['*BOSTON UNIVERSITY'],"['*UPENN', '*UMICH', '*NORTHEASTERN']",
F,BLACK,MI,High,PUBLIC,URM,CS,1550,4.5,4.5,"['*BROWN', '*DUKE', '*PRINCETON', '*UCSD', '*CMU', '*POMONA', '*VANDERBILT', '*UCSC', '*UCI']","['*BERKELEY', '*DARTMOUTH']","['*HARVARD', '*YALE', '*STANFORD', '*MIT', '*CALTECH']",
OTHER,ASIAN,OR,Low,PUBLIC,NONE,BUSINESS,1580,8.5,4.2,['*NYU'],[],['*UPENN'],
F,ASIAN,CA,High,-1,FIRST-GEN,LAW,1530,6.5,6.5,"['*BERKELEY', '*NYU', '*BOSTON UNIVERSITY', '*San Jose State University', '*NORTHEASTERN', '*UCI']",[],[],
M,ASIAN,UT,Low,PUBLIC,LEGACY,CS,1570,7.5,6.2,"['*STANFORD', '*UMICH', '*WASHU', '*UT-AUSTIN']","['*BROWN', '*COLUMBIA', '*DUKE', '*DARTMOUTH', '*NYU']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*PRINCETON', '*UPENN']",
F,ASIAN,NY,High,PUBLIC,LEGACY,POLISCI,1570,6.5,4.5,"['*NORTHWESTERN', '*COLUMBIA', '*DARTMOUTH', '*NYU', '*UPENN']","['*CORNELL', '*DUKE', '*PRINCETON', '*SWARTHMORE', '*WILLIAMS', '*UMICH', '*BOSTON UNIVERSITY', '*WASHU', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD']",
M,ASIAN,OR,Low,-1,NONE,ENG,1540,6.5,4.5,['*UVA'],['*NORTHEASTERN'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN', '*WASHU', '*TUFTS', '*UCHICAGO', '*UVA']",
F,WHITE,CA,Low,PUBLIC,LEGACY,POLISCI,1380,5.5,7.8,[],[],['*EMORY'],
M,ASIAN,NY,Low,PUBLIC,NONE,BIO,1570,8.5,2.5,"['*BROWN', '*DUKE', '*PRINCETON', '*RICE', '*EMORY', '*CASE WESTERN', '*WASHU', '*RUTGERS', '*NORTHEASTERN', '*TULANE', '*UNC CHAPEL HILL']","['*NORTHWESTERN', '*COLUMBIA', '*VANDERBILT', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*STANFORD', '*JOHNS HOPKINS', '*UPENN', '*USC']",
M,ASIAN,MA,High,PRIVATE,NONE,CS,1510,6.5,6.8,"['*BERKELEY', '*UCSD', '*PURDUE', '*BOSTON COLLEGE', '*NORTHEASTERN']","['*UMICH', '*BOSTON UNIVERSITY']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*CMU', '*USC', '*UIUC', '*UT-AUSTIN', '*TUFTS', '*UCHICAGO']",
M,BLACK,IN,High,PUBLIC,NONE,-1,1470,4.5,7.5,['*SWARTHMORE'],['*DARTMOUTH'],"['*YALE', '*SWARTHMORE', '*UPENN', '*NORTHEASTERN', '*COLGATE', '*TUFTS']",
M,WHITE,MA,High,-1,NONE,CS,1490,4.5,7,"['*CASE WESTERN', '*NORTHEASTERN']",['*TULANE'],[],
M,WHITE,LA,Low,PUBLIC,NONE,ENG,1480,4,7.5,"['*BROWN', '*VIRGINIA TECH', '*NORTHEASTERN', '*TUFTS', '*UVA']",[],"['*NORTHWESTERN', '*CORNELL', '*PURDUE']",
