Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
M,ASIAN,IL,Low,PUBLIC,NONE,ENG,1540,7.5,7.5,['*UPENN'],[],"['*UCLA', '*BERKELEY', '*MIT', '*CALTECH', '*GEORGIA TECH', '*PURDUE', '*USC', '*UCR', '*UIUC']",
M,ARAB,CA,High,PUBLIC,NONE,CS,1520,7.5,1,['*San Jose State University'],['*UCD'],"['*UCLA', '*STANFORD', '*BERKELEY', '*UCI']",
M,ASIAN,-1,High,PUBLIC,NONE,BUSINESS,1570,6.5,4.2,"['*NORTHWESTERN', '*NYU']","['*CMU', '*VANDERBILT']","['*STANFORD', '*UPENN', '*UMICH']",
M,ASIAN,FL,Low,-1,NONE,ENG,1590,7.5,7.5,[],['*CMU'],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN']",
F,ASIAN,-1,Low,PUBLIC,NONE,CS,1540,7.5,4.5,"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*CMU', '*WILLIAMS']",['*SWARTHMORE'],"['*HARVARD', '*PRINCETON']",
M,BLACK,NY,Low,PUBLIC,NONE,CS,1560,8.5,2.5,"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*UPENN', '*BOSTON UNIVERSITY']","['*CORNELL', '*NYU', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*STANFORD', '*MIT', '*CALTECH']",
F,HISPANIC,FL,Low,-1,FIRST-GEN,CS,1460,5.5,7.2,"['*BROWN', '*NORTHWESTERN', '*BOSTON UNIVERSITY']","['*HARVARD', '*CMU']","['*YALE', '*STANFORD', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*UMICH', '*USC', '*NORTHEASTERN']",
F,BLACK,NE,Low,-1,URM,CS,1360,5.5,3.5,"['*UPENN', '*UMICH', '*RUTGERS', '*UVA']","['*CMU', '*EMORY', '*WASHU']","['*YALE', '*BROWN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*NYU', '*CASE WESTERN']",
M,WHITE,ID,Low,-1,NONE,PSYCH,1430,6.5,9.5,"['*USC', '*FORDHAM']","['*NORTHEASTERN', '*UVA']","['*YALE', '*STANFORD', '*COLUMBIA', '*VANDERBILT', '*UPENN', '*UCHICAGO']",
M,WHITE,ID,Low,-1,NONE,PSYCH,1430,6.5,9.5,"['*USC', '*FORDHAM']","['*NORTHEASTERN', '*UVA']","['*YALE', '*STANFORD', '*COLUMBIA', '*VANDERBILT', '*UPENN', '*UCHICAGO']",
M,ASIAN,NY,High,-1,NONE,ENG,1540,4,4.5,"['*UPENN', '*CASE WESTERN']","['*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*CMU', '*UMICH']","['*HARVARD', '*STANFORD', '*PRINCETON', '*MIT', '*NYU', '*TUFTS']",
M,WHITE,OR,Middle,-1,NONE,ENG,1500,3.5,2.5,"['*MIT', '*RUTGERS', '*ARIZONA STATE']",['*BOSTON UNIVERSITY'],"['*GEORGIA TECH', '*PURDUE', '*RICE', '*NYU', '*UIUC']",
M,WHITE,OR,Middle,-1,NONE,ENG,1500,3.5,2.5,"['*MIT', '*RUTGERS', '*ARIZONA STATE']",['*BOSTON UNIVERSITY'],"['*GEORGIA TECH', '*PURDUE', '*RICE', '*NYU', '*UIUC']",
M,ASIAN,MA,Low,PUBLIC,URM,CHEMISTRY,1500,5,2.5,"['*SWARTHMORE', '*POMONA', '*BOSTON COLLEGE', '*TUFTS']","['*YALE', '*NORTHWESTERN', '*UPENN']","['*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA', '*DARTMOUTH', '*WILLIAMS']",
M,WHITE,TX,High,PUBLIC,LEGACY,-1,1570,6.5,7.5,['*FORDHAM'],"['*EMORY', '*UT-AUSTIN']","['*HARVARD', '*YALE', '*STANFORD', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT', '*EMORY', '*HARVEY MUDD']",
F,WHITE,-1,Low,PUBLIC,NONE,CS,1540,6.5,7.2,"['*UIUC', '*UNC CHAPEL HILL', '*ARIZONA STATE']","['*TULANE', '*UVA']",['*VANDERBILT'],
M,ASIAN,IN,Low,-1,NONE,ENG,1550,6.5,4,[],[],[],
M,WHITE,IL,Low,PUBLIC,NONE,ENG,1550,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*USC', '*UIUC']","['*CORNELL', '*BERKELEY', '*UMICH']","['*UCLA', '*STANFORD', '*PRINCETON', '*MIT', '*CALTECH']",
F,ASIAN,CA,High,PUBLIC,LEGACY,-1,1410,5.5,2.5,[],[],"['*UCLA', '*UCSD', '*UMICH', '*UCSB', '*UCSC', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UW MADISON']",
M,-1,-1,High,PUBLIC,NONE,CS,1530,7.5,2.5,"['*UCSC', '*San Jose State University']","['*CMU', '*PURDUE', '*POMONA', '*NORTHEASTERN', '*UCI']","['*UCLA', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*PURDUE', '*RICE', '*UPENN', '*UMICH', '*UIUC', '*NORTHEASTERN']",
F,ASIAN,UT,Middle,PUBLIC,NONE,CS,1560,6.5,6.5,"['*PURDUE', '*UIUC']","['*CORNELL', '*CMU', '*RICE', '*VANDERBILT', '*TUFTS', '*UCHICAGO']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN']",
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,1570,4.5,3.7,[],"['*UCSC', '*UCR', '*UCI']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*UMICH', '*USC', '*UCSB', '*UCD', '*UIUC', '*UW MADISON']",
M,ASIAN,OR,High,PRIVATE,NONE,CS,1480,5.5,2.5,"['*UPENN', '*UW MADISON']","['*UCSD', '*UMICH']","['*BERKELEY', '*CMU', '*PURDUE', '*UIUC', '*NORTHEASTERN']",
M,ASIAN,NY,Low,PRIVATE,URM,CS,1340,6.5,4.2,[],[],"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*GEORGIA TECH', '*UMICH', '*CASE WESTERN', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UCHICAGO']",
F,ASIAN,CA,High,-1,LEGACY,CS,1520,7.5,7.8,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UMICH', '*UCD', '*UCHICAGO']",
M,ASIAN,MI,Middle,PUBLIC,NONE,CS,1550,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC', '*HARVEY MUDD']","['*CORNELL', '*BERKELEY', '*CALTECH', '*CMU']","['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*PRINCETON', '*CALTECH', '*GEORGIA TECH']",
M,ASIAN,NY,Low,PRIVATE,URM,CS,1340,6.5,4.2,[],[],"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*GEORGIA TECH', '*UMICH', '*CASE WESTERN', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UCHICAGO']",
M,BLACK,GA,Low,PUBLIC,URM,CS,1480,1,4.2,"['*GEORGIA TECH', '*CASE WESTERN']","['*CORNELL', '*WILLIAMS', '*NORTHEASTERN']","['*RICE', '*POMONA', '*VANDERBILT']",
F,BLACK,DC,Low,PUBLIC,URM,POLISCI,1520,7.5,8.7,"['*NORTHWESTERN', '*CORNELL', '*RICE', '*UMICH', '*USC']","['*COLUMBIA', '*UPENN', '*BOSTON UNIVERSITY']","['*DUKE', '*VANDERBILT', '*NORTHEASTERN']",
M,ASIAN,VA,Low,PRIVATE,NONE,MATH,1530,2,5.5,"['*UMICH', '*VIRGINIA TECH', '*UVA']",['*UVA'],"['*VANDERBILT', '*WASHU', '*UCHICAGO']",
F,ASIAN,CA,-1,-1,LEGACY,CS,1520,7,7.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UMICH', '*UCD', '*UCHICAGO']",
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,1570,4,2.5,[],"['*UCSC', '*UCR', '*UCI']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*UMICH', '*USC', '*UCSB', '*UCD', '*UIUC', '*UW MADISON']",
F,ASIAN,MI,-1,PRIVATE,NONE,ENG,1540,7.5,8.7,"['*UCSD', '*UMICH', '*USC', '*UCSB', '*UCD', '*UCI']","['*UCLA', '*COLUMBIA', '*UPENN']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE']",
M,WHITE,PA,High,SMALL,LGBT,PSYCH,1530,6.5,7.8,"['*BROWN', '*UPENN', '*ARIZONA STATE']","['*NORTHWESTERN', '*DARTMOUTH', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*STANFORD']",
M,WHITE,NY,Low,PUBLIC,NONE,-1,1560,6.5,7.5,"['*YALE', '*GEORGIA TECH', '*CASE WESTERN', '*UNC CHAPEL HILL', '*UVA']","['*CMU', '*NORTHEASTERN']","['*STANFORD', '*VANDERBILT']",
M,ASIAN,OR,High,PUBLIC,NONE,CS,1570,4.8,5.1,"['*CORNELL', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UT-AUSTIN', '*UW MADISON']","['*UCLA', '*COLUMBIA', '*UCSD', '*UIUC']","['*STANFORD', '*DUKE', '*MIT', '*RICE', '*USC']",
M,BLACK,OR,Middle,PUBLIC,URM,PREMED,1530,7.5,4.5,"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*UPENN', '*EMORY', '*CASE WESTERN', '*WASHU', '*RUTGERS']","['*COLUMBIA', '*DUKE', '*SWARTHMORE', '*DARTMOUTH', '*CMU', '*VANDERBILT', '*UPENN']","['*BROWN', '*UPENN', '*CASE WESTERN', '*RUTGERS', '*NORTHEASTERN']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1520,7,3.5,"['*PURDUE', '*San Jose State University', '*ARIZONA STATE']",['*UCLA'],"['*GEORGIA TECH', '*USC', '*UIUC', '*UCI']",
M,ASIAN,NC,Low,PUBLIC,NONE,CS,1550,7.5,6.5,"['*GEORGIA TECH', '*UIUC']","['*COLUMBIA', '*CMU']","['*STANFORD', '*CORNELL', '*PRINCETON', '*MIT', '*UMICH', '*UT-AUSTIN']",
M,ASIAN,CA,-1,PUBLIC,NONE,BIO,1500,5,2.5,"['*UCLA', '*BERKELEY', '*UCD', '*UCSC', '*UCR']",['*UCI'],[],
F,ASIAN,OR,High,-1,FIRST-GEN,CS,1600,7.5,8.5,"['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*CMU', '*VANDERBILT', '*NYU']","['*HARVARD', '*VIRGINIA TECH', '*UVA']",[],
M,ASIAN,FL,Low,PUBLIC,NONE,CS,1460,7.5,3.5,['*RUTGERS'],[],['*DARTMOUTH'],
M,ASIAN,CO,Low,-1,NONE,CS,1550,6.5,2.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*UPENN', '*UMICH']",
M,ASIAN,MA,Low,-1,NONE,CS,1480,6.5,4.5,"['*PURDUE', '*UCD', '*UT-DALLAS', '*NORTHEASTERN', '*UW MADISON', '*ARIZONA STATE']","['*CMU', '*TULANE', '*UCI']","['*UCLA', '*GEORGIA TECH', '*NYU', '*UMICH', '*UIUC', '*WASHU']",
M,ASIAN,-1,Low,PUBLIC,NONE,CS,1500,8.5,2.5,"['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UMICH', '*UIUC', '*RUTGERS']",[],"['*CALTECH', '*NYU', '*USC', '*UVA']",
F,BLACK,GA,Low,PUBLIC,NONE,CS,1190,6.5,7.5,['*UMICH'],[],[],
F,WHITE,MI,Low,PRIVATE,URM,PSYCH,1540,5,6.5,['*FORDHAM'],[],"['*HARVARD', '*BROWN', '*STANFORD']",
F,WHITE,MI,Middle,PRIVATE,NONE,POLISCI,1550,7.5,8.5,"['*PRINCETON', '*MIT']","['*BROWN', '*DARTMOUTH']","['*HARVARD', '*YALE', '*STANFORD', '*DUKE', '*NYU']",
F,WHITE,OR,Low,-1,NONE,CS,1560,7.5,4.5,"['*STANFORD', '*UCSD', '*VANDERBILT', '*UPENN', '*USC', '*UVA', '*UCI']","['*NORTHEASTERN', '*UCHICAGO']",[],
F,WHITE,OR,Low,-1,NONE,CS,1560,7.5,4.5,"['*STANFORD', '*UCSD', '*VANDERBILT', '*UPENN', '*USC', '*UVA', '*UCI']","['*NORTHEASTERN', '*UCHICAGO']",[],
M,WHITE,CA,Low,-1,NONE,CS,1590,7.5,6.5,"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*MIT', '*SWARTHMORE', '*UPENN']","['*COLUMBIA', '*POMONA', '*UCHICAGO']",['*STANFORD'],
M,ASIAN,AL,High,-1,FIRST-GEN,BIO,1460,5,2.5,['*UVA'],[],"['*JOHNS HOPKINS', '*UMICH', '*EMORY']",
M,ASIAN,TX,Low,-1,NONE,CS,1550,6.5,9.5,"['*UCLA', '*CORNELL', '*CALTECH', '*GEORGIA TECH', '*NYU', '*UT-AUSTIN', '*RUTGERS', '*VIRGINIA TECH', '*UVA']","['*BERKELEY', '*UIUC', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN']",
F,ASIAN,CO,Low,PUBLIC,NONE,DESIGN,1450,6.5,8.5,"['*UCSD', '*POMONA', '*UMICH', '*UCD', '*FORDHAM', '*TULANE']","['*VIRGINIA TECH', '*UVA']","['*UCLA', '*UMICH']",
M,HISPANIC,CA,Low,PUBLIC,NONE,MUSIC,1300,7.5,6.5,['*UMICH'],[],[],
M,ASIAN,NY,Low,PUBLIC,NONE,CS,1590,8.5,6.3,"['*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*CALTECH', '*NYU', '*UPENN', '*UMICH', '*USC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']","['*UCLA', '*BROWN', '*COLUMBIA']","['*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*MIT', '*UCSB', '*UCHICAGO']",
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,PREMED,1460,5.5,2.5,"['*UCLA', '*BERKELEY', '*UCI']",[],"['*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*UPENN']",
M,HISPANIC,TX,Low,-1,FIRST-GEN,-1,1320,2,6.5,"['*JOHNS HOPKINS', '*USC']","['*RICE', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*UPENN']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1580,8.5,2.5,"['*HARVARD', '*STANFORD', '*BERKELEY', '*PURDUE', '*UCSB', '*UIUC', '*UCI']","['*UCLA', '*UCD']",['*UCSD'],
M,ASIAN,NE,Middle,PUBLIC,NONE,BUSINESS,1280,1,3.5,"['*UPENN', '*RUTGERS']",[],[],
M,WHITE,NC,Low,PRIVATE,NONE,ENG,1440,4.5,2.5,"['*UNC CHAPEL HILL', '*TAMU']","['*BERKELEY', '*GEORGIA TECH']","['*STANFORD', '*DUKE', '*PURDUE', '*UPENN', '*HARVEY MUDD', '*UVA']",
F,WHITE,IN,High,PRIVATE,LEGACY,ENG,1580,6.5,7.3,"['*COLUMBIA', '*BOSTON UNIVERSITY', '*UNC CHAPEL HILL']",[],"['*HARVARD', '*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*CALTECH', '*DARTMOUTH']",
M,BLACK,GA,High,PRIVATE,URM,SOCIAL SCIENCES,1380,3,2.5,['*FORDHAM'],['*UNC CHAPEL HILL'],"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UPENN', '*EMORY', '*USC', '*WASHU']",
M,ASIAN,WI,Low,PRIVATE,NONE,-1,1500,8.5,6.5,"['*NYU', '*CASE WESTERN']",[],"['*UCLA', '*COLUMBIA', '*BERKELEY', '*UPENN', '*NORTHEASTERN', '*UCI']",
NB,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1400,7.5,7.7,"['*CORNELL', '*WILLIAMS', '*UIUC', '*BOSTON UNIVERSITY']",[],"['*BROWN', '*COLUMBIA', '*JOHNS HOPKINS', '*NYU', '*UPENN', '*NORTHEASTERN']",
M,BLACK,NY,High,PUBLIC,NONE,CS,1530,7,8.2,"['*CORNELL', '*UPENN']","['*JOHNS HOPKINS', '*CMU']","['*HARVARD', '*YALE', '*COLUMBIA', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']",
OTHER,-1,NY,Low,PRIVATE,NONE,-1,1560,2,0,"['*CALTECH', '*DARTMOUTH', '*CMU', '*RICE', '*COLGATE', '*HARVEY MUDD']","['*YALE', '*VANDERBILT']","['*STANFORD', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON']",
M,ASIAN,-1,High,PUBLIC,NONE,PSYCH,1580,4.5,7.8,"['*UCLA', '*BROWN', '*STANFORD', '*BERKELEY', '*GEORGIA TECH', '*DARTMOUTH', '*VANDERBILT', '*UMICH', '*EMORY', '*UNC CHAPEL HILL', '*UVA']","['*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON']","['*NORTHWESTERN', '*UPENN']",
M,ASIAN,IA,High,PRIVATE,NONE,CS,1530,6.5,4.2,[],[],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*BERKELEY', '*MIT', '*CALTECH']",
F,ASIAN,CA,High,PRIVATE,NONE,UNDECIDED,1570,4,7.5,"['*UCLA', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*UPENN', '*EMORY', '*USC', '*UCSC', '*UCR', '*UNC CHAPEL HILL', '*UCI']","['*CORNELL', '*BERKELEY', '*SWARTHMORE', '*VANDERBILT', '*UMICH', '*UCHICAGO']","['*HARVARD', '*YALE', '*PRINCETON']",
F,ASIAN,NY,High,-1,FIRST-GEN,CS,1410,7.5,4.5,"['*CORNELL', '*WILLIAMS']","['*UPENN', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE']",[],
F,ASIAN,CA,High,PUBLIC,NONE,CS,1600,6,6.5,"['*UCLA', '*BERKELEY', '*MIT', '*UMICH', '*UCSB', '*UT-AUSTIN', '*San Jose State University', '*NORTHEASTERN']","['*HARVARD', '*PRINCETON']",['*STANFORD'],
F,ASIAN,CA,High,PUBLIC,NONE,BUSINESS,1500,6.5,4.2,"['*UCLA', '*PURDUE', '*UIUC', '*San Jose State University', '*UCI']",['*UCSD'],"['*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*UPENN', '*USC', '*UT-AUSTIN', '*UCHICAGO', '*UVA']",
M,ASIAN,IA,Low,-1,NONE,ENG,1560,7.5,0,"['*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*GEORGIA TECH', '*PURDUE', '*RICE', '*VANDERBILT', '*UPENN', '*UCD', '*UIUC', '*UCI']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*PRINCETON', '*JOHNS HOPKINS', '*UMICH']","['*HARVARD', '*STANFORD', '*CALTECH']",
M,ASIAN,CA,Low,-1,NONE,CS,1560,7.5,4.5,"['*BERKELEY', '*PURDUE', '*CASE WESTERN', '*UCSB', '*UCD', '*UCSC', '*San Jose State University']","['*UCLA', '*GEORGIA TECH', '*CMU', '*UCI']","['*STANFORD', '*UCSD', '*UIUC']",
OTHER,ASIAN,IN,Low,PRIVATE,FIRST-GEN,CS,1470,7.5,7.5,[],[],[],
M,HISPANIC,CO,Low,PRIVATE,NONE,CS,1560,6.5,4.5,['*UIUC'],"['*GEORGIA TECH', '*CMU']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*NYU', '*UMICH']",
M,ASIAN,MI,Middle,PUBLIC,NONE,LAW,1550,5.5,7.3,"['*NORTHWESTERN', '*POMONA', '*UMICH', '*UVA', '*CLAREMONT MCKENNA']","['*UCLA', '*BERKELEY', '*DARTMOUTH', '*WILLIAMS', '*UPENN', '*USC']","['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*POMONA', '*TUFTS']",
M,ASIAN,UT,Middle,PUBLIC,NONE,CS,1550,8.5,6.5,"['*UCLA', '*YALE', '*STANFORD', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*RICE', '*UT-AUSTIN', '*TAMU']","['*HARVARD', '*COLUMBIA', '*PRINCETON', '*CMU', '*UPENN']","['*HARVARD', '*STANFORD', '*BERKELEY', '*MIT', '*CALTECH']",
M,ASIAN,-1,Low,-1,NONE,-1,1510,5.5,7.5,"['*GEORGIA TECH', '*PURDUE', '*RUTGERS']",['*CMU'],"['*UPENN', '*UIUC']",
F,ASIAN,MI,High,PUBLIC,FIRST-GEN,ENG,1500,6.5,3.7,"['*HARVARD', '*BROWN', '*CORNELL', '*DUKE', '*SWARTHMORE']","['*COLUMBIA', '*CORNELL', '*NORTHEASTERN']","['*DUKE', '*JOHNS HOPKINS']",
M,ASIAN,-1,High,PUBLIC,NONE,ENG,1550,7.5,3.7,"['*MIT', '*PURDUE', '*UIUC', '*RUTGERS']",[],"['*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*PURDUE']",
F,BLACK,OR,High,PUBLIC,FIRST-GEN,MATH,1140,5.5,4.2,['*CMU'],['*CMU'],"['*BROWN', '*CORNELL', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY', '*NORTHEASTERN']",
M,WHITE,OR,High,PRIVATE,NONE,POLISCI,1490,6.5,6.5,"['*MIT', '*NORTHEASTERN', '*TUFTS', '*UVA']",['*BROWN'],['*HARVARD'],
F,ASIAN,LA,Low,PUBLIC,NONE,CS,1570,6.5,6.5,"['*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*WILLIAMS', '*NYU']",[],
F,ASIAN,IN,Low,PRIVATE,NONE,CS,1430,6,7.5,"['*UCSD', '*UPENN', '*UCD', '*UCR', '*UIUC', '*NORTHEASTERN', '*ARIZONA STATE']",['*UCI'],"['*UCLA', '*BERKELEY', '*PURDUE', '*UMICH', '*UCSB']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1530,6.5,6.2,"['*BERKELEY', '*PURDUE', '*UCSB', '*UIUC', '*San Jose State University']","['*UCLA', '*UCSD', '*CMU', '*UCD', '*NORTHEASTERN', '*UCI']","['*HARVARD', '*COLUMBIA', '*CORNELL', '*MIT', '*CALTECH', '*GEORGIA TECH', '*JOHNS HOPKINS', '*RICE', '*UMICH', '*USC', '*HARVEY MUDD']",
F,ASIAN,LA,Low,PUBLIC,FIRST-GEN,CS,1560,6,4.5,"['*UCLA', '*POMONA', '*UCD']",['*BERKELEY'],"['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*NYU', '*HARVEY MUDD', '*UCI']",
M,WHITE,MI,Low,-1,FIRST-GEN,CS,1550,6.5,5.5,"['*RICE', '*UPENN', '*BOSTON COLLEGE', '*WASHU', '*UVA']",['*VANDERBILT'],"['*HARVARD', '*DUKE', '*PRINCETON', '*NYU', '*EMORY', '*NORTHEASTERN']",
M,WHITE,CO,Low,-1,NONE,-1,1530,5,3.5,"['*WASHU', '*UNC CHAPEL HILL']",[],['*VANDERBILT'],
M,WHITE,MI,Low,-1,LEGACY,ENG,1580,3.5,1.5,[],['*PURDUE'],"['*DUKE', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UMICH', '*UIUC', '*VIRGINIA TECH', '*UVA']",
M,ASIAN,CO,Low,-1,NONE,CS,1470,6.5,2.3,['*UPENN'],"['*NORTHEASTERN', '*UVA']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*JOHNS HOPKINS', '*CMU', '*VANDERBILT', '*NYU', '*UPENN', '*BOSTON UNIVERSITY', '*WASHU']",
M,WHITE,CA,Low,PRIVATE,NONE,ENG,1330,8.5,6.5,"['*PURDUE', '*POMONA', '*UPENN', '*UCR', '*RUTGERS', '*ARIZONA STATE']","['*FORDHAM', '*VIRGINIA TECH', '*UVA']","['*UCLA', '*BERKELEY', '*UCSD', '*USC', '*UCSB', '*UCD', '*UCSC', '*NORTHEASTERN', '*TULANE', '*UCI']",
OTHER,ASIAN,CA,Low,PUBLIC,LEGACY,CS,1530,6,4.3,"['*PURDUE', '*POMONA', '*UCSC']","['*CMU', '*UMICH', '*UCSB', '*UCD', '*NORTHEASTERN']","['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*PURDUE', '*VANDERBILT', '*EMORY', '*UIUC', '*WASHU', '*UW MADISON', '*UCI']",
M,ASIAN,MA,Low,PUBLIC,NONE,BUSINESS,1540,6.5,7.2,"['*PURDUE', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*TULANE'],
M,ASIAN,MA,Low,PUBLIC,NONE,BUSINESS,1540,6.5,7.2,"['*PURDUE', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*TULANE'],
F,ASIAN,OR,High,PUBLIC,NONE,POLISCI,1510,4,4.7,"['*FORDHAM', '*RUTGERS']",[],"['*COLUMBIA', '*PRINCETON']",
F,ASIAN,CA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1450,8.5,7.5,"['*UCLA', '*BERKELEY', '*PURDUE', '*POMONA', '*EMORY', '*UCD', '*UCSC', '*UCR', '*UIUC']","['*CORNELL', '*UCSD', '*EMORY', '*UCSB', '*NORTHEASTERN', '*UCI']","['*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CALTECH', '*DARTMOUTH', '*NYU', '*USC', '*WASHU']",
F,-1,FL,Low,-1,NONE,BIO,1440,6.5,7.5,"['*CASE WESTERN', '*UIUC']","['*NYU', '*BOSTON UNIVERSITY']",['*EMORY'],
M,ASIAN,FL,Low,SMALL,NONE,PREMED,1490,7,6.5,[],['*NYU'],"['*HARVARD', '*COLUMBIA', '*CORNELL', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*EMORY', '*UT-AUSTIN']",
M,HISPANIC,-1,-1,PRIVATE,NONE,BUSINESS,1350,6,4.5,['*UPENN'],[],"['*GEORGIA TECH', '*RICE', '*NYU', '*UPENN', '*UMICH', '*BOSTON COLLEGE']",
